user,comment,time,votes
@dirzyadam4307,"Indonesia BUKAN gak kekurangan orang pintar tapi kekurangan orang jujur, tapi Indonesia masih kekurangan orang pintar DAN jujur.",2 days ago (edited),102
@YudiKa2025Vlog,"Terima kasih Pak Purbaya atas sharingnya. Usia ku saat ini 53 tahun,  sdh pensiun dini karena sempat sakit 6 bulan. Sekarang sdh selesai recovery, Alhamdulillah anak juga sdh lulus. Pingin ambil kuliah S2 untuk belajar lagi. Untuk melanjutkan hidup dan kita sebaiknya bisa berkontribusi buat orang lain. Alhamdulillah ya Allah, atas kesempatan kedua yang Kau berikan. Bismillah",6 hours ago,2
@hjsuprihatinsoejarwo9540,Saya sorang nenek 65th tapi kalau dengar p purbaya lagi bahas ekonomi ikut optimis dng Indonesia dimasa depan buat cucu cucu,33 minutes ago,1
@Rama__fajri,"As an English teacher, I am very proud and delighted to hear this tremendous and insightful discussion. Thank you, Pak Gita, for always highlighting how paramount education is.",1 day ago,28
@biggusotongus1121,"Sehat2 pak, satu dari sangat sedikit pejabat publik yang masih bisa memberikan saya optimisme kalo baca/dengar beritanya",2 days ago,35
@NdoroBambung,"Sentralisasi belanja daerah wujud ketidakpercayaan pusat kpd daerah.. belanja APBD bukan menambah M0 malah jd penghambat bottle necking.. ud bener itu pak, daerah g usah dikasih belanja..tau nya cm bongkar jalan, trotoar n gali selokan..blm lg korupsi nya smpe 40%.. dukung pak purbaya",2 days ago,48
@christianhotmauli6902,Tontonan mewah dan berbobot. Terima kasih pak Gita Wirjawan. Tetap semangat dan tetap maju,11 hours ago,3
@umaraditiawarman9548,"Puas dengerin orang2 pinter saling tangkap gagasan, ga ada yg ngerasa superior, apalagi diskusi kebangsaan yg ga pake basa-basi ala politikus.. bahasanya simple, logika berfikirnya mudah dicerna, yg kompleks jd mudah dipahami… makasih Pak Pur dan Pak Gita, just made my day👍🏻",1 day ago,7
@hahhdjfjj,Gaji dosen dan guru 40 juta.. that's possible.. political will yg baik utk masa depan Indonesia.. bisa terjadi kalau pertumbuhan ekonomi baik. Semangat pak Purbaya.. ilmu dan pengalaman yg siap dituangkan utk negeri..,1 day ago,19
@denis_arv,"Pak pur tanpa kepentingan partai, ide2nya sepenuhnya bebas  merdeka tanpa kekangan, paripurna untuk kepentingan rakyat",1 day ago,15
@okaprabawa4177,Akhirnya baik pak purbaya dan pak gita dapet teman diskusi ekonomi yg seimbang,2 days ago,80
@FayudaAditya,Menarik trnyata ekonomi kalo pake bahasa si pur,1 day ago,7
@elqueen3866,"Seperti biasa pak purbaya ngobrolnya santai,,bahasa mdh dimengerti,cerdas dan memang beliau ini menjadi magnet yg kuat apalgi dgn kbijakannya yg slalu dinanti oleh rakyat indonesia..gbu pak ...",12 hours ago,3
@adros1420,wow Pak Gita sendiri bekas menteri.. bersama menkeu baru yang mula 'popular'.. saya senang. salam dari MY (ie MY citizen..),2 days ago (edited),38
@HistoryPayment-bz4um,"Setuju bahwa kita kurang orang bertalenta atau memiliki kemampuan, terlihat dari pemimpin daerah yang terpilih tidak bisa mengola anggaran daerah, baiknya negara membuat parameter test kelayakan untuk lulus sebagai calon pemimpin daerah, bukan hanya urusan administratif.",2 days ago,14
@perdanaanggarapitopang7609,Seharian pun org ini berdua ngobrol. Saya tontonin,1 day ago,12
@bangparis2687,"Ini dia, mendengarkan-bertanya-bertukar pikiran, dan point terakhir eksekusi. Inilah yg kita inginkan dari pemerintah. Dan seharusnya seperti itu.",25 minutes ago,0
@pentakoesfebrinmoelyaningt6035,"Dengarkan 2 orang pintar bicara rasanyabtdk pingin selesai obrolannya. Semoga Indonesia terbit orang2 seperti ini pintar , jujur, dan cinta indonesia dan rakyat. Aamiin. ❤",1 day ago,6
@SatiDuaTiga,Sorry kalau wapres harus sekelas pak Gibran❤,1 day ago,0
@sulasari7799,​ @SatiDuaTiga 😂,1 day ago,2
@sopyan_amkg,​ @SatiDuaTiga 😅😅😅,1 day ago,0
@AndiIrawan-j6i, @SatiDuaTiga harus ijazah palsu ya,1 day ago,1
@harumwidodo2326,Ya betul. Terutama yg jujur kalo dirinya tidak pintar,1 day ago,10
@mamato-d4l,Kata pak Purbaya kita kekurangan orang pintar,1 day ago,3
@SatiDuaTiga,Walaupun kekurangan orang pintar tapi indonesia memiliki pak Gibran yg bisa menyongkong sementara waktu sambil menunggu bibit ungul indonesia berkembang❤,1 day ago,1
@sulasari7799,dari data yg ada kita akui minim orang pintar. kebanyakan malingnya!!,1 day ago,0
@FlamingRoses-x5z,kalo ekonomi sudah bagus orang orang ga bakal melakukan kecurang karena harusnya mereka sudah dapat gaji yang cukup,1 day ago,2
@miokaya4595,"Opini yang puitis wkwkw
Pak Gita dan Pak Purbaya aja jelas bilang kita kekurangan orang pinter, sangat2 kekurangan lulusan teknik.",1 day ago,1
@antoinne3694,Betul. Kekurangan orang jujur memang iya. Tapi kekurangan orang pintar ini yg gak banyak orang sebut 😂,23 hours ago,1
@lesanddailymoment7655,Saat ditagih investor buat nyiapin 100 enginer yg kompeten..pak Purbaya lgsg garuk2 kepala..,10 hours ago,0
@khoirunadhim8068,Dengerin nya sepotong nih 😅,1 day ago,2
@channelreceh1105,berarti memang kurang sdm yg pintar dan berintegritas,2 days ago,8
@nikmaropik7874,Ada mardigu,2 days ago,0
@charliebravo-p2c,"setuju saya, mereka bener profesional dan pinter ilmunya",2 days ago,4
@shascreative7643,When Purbaya cooked 🎉🎉🎉,2 days ago,1
@RizalKurniawan-k5j,​ @nikmaropik7874 beda level 😂,1 day ago,5
@SatiDuaTiga,​ @RizalKurniawan-k5j harus selevel Pak gibran❤,1 day ago,0
@antoinne3694,​ @RizalKurniawan-k5j Mardigu katanya 😂,23 hours ago,1
@genzabekasiharapanjaya,Yes he is Ex- Trade Minister in SBY 2nd Administration,1 day ago,2
@ceritardp,"Terima kasih, idola baru pak Purbaya. Dari sini kita paham, pendidikan sepenting itu. Dan menanamkan rasa optimisme itu sebuah kewajiban.",1 day ago,9
@krtamala,"100% daging. Peningkatan Ekonomi, Pendidikan, Investasi Asing. Semua mentri begini aman Indonesia.",2 days ago,33
@adityawardi8584,"Wah, ini mah sahabat lama lagi ngobrol santai. Banyak Insight nih...😊😊",2 days ago,22
@allenpunuh8710,"Secara khusus, saya senang sekali dengan podcast pak Gita karena akhirnya kami bisa mengetahui kebijakan apa yang dilakukan oleh pemerintah pusat dalam menangani keadaan ekonomi saat ini...dan terbuka terang kenapa tahun 2024 akhir ekonomi Indonesia jatuh...",1 day ago,6
@tomomoto706,Obrolan nya omongan nya selalu melegakan dahaga ditengah kondisi yg serba kering yang membuat haus,18 minutes ago,0
@lhunt1371,Bank sentral Vs Purbaya 🔥🔥🔥,2 days ago,30
@tultultuljaenak2757,harusnya standar mentri seperti ini untuk indonesia raya🎉,2 days ago,12
@aisyahofficial804,enak nih dengerin orang2 pinter ngomong.. semoga ketularan rakyatnya juga pada pinter,2 days ago,33
@HendrinaPattiradjawane,"Pikiran holistik yang cerah dan Tindakan Strategis yang cermat. Terimakasih pak Gita untuk acara bersama Mentri keuangan. Untuk pak Purbaya: Anda ""smart"" dan sangat ""naif"" memegang ilmu Anda untuk diimplementasikan. Pasti berhasil. Salam Sukses.❤ dari Jerman, suatu negara dengan ilmuwan² dengan budaya tradisional pemikiran yang disiplin.",1 day ago,9
@asetianto,"49:00 Gita: narasi equity, Purbaya: maksudnya gimana",1 day ago,3
@kumbangkumbara4931,Tolong perbanyak video2 seperti ini. Agar kami menerima informasi yg bermanfaat sekaligus mendapatkan ilmu.,2 days ago,19
@budi809,"Betul, harusnya guru adalah Profesi yang Elit dan Bergengsi dgn gaji tinggi

Karena fungsinya mencerdaskan bangsa",1 day ago,25
@aatblue,Bapak-bapak sy terharu nyimaknya.. ternyata masih banyak yang perduli dan real perjuangin an rakyat 🥹 terima kasih pak.. terkabul semuanya 🤍,2 days ago,20
@noobtotop,"Dialog yang mencerdaskan. Kita butuh acara² seperti ini. Bukan  Debat debat tv yang saling memotong pembicaraan, saling mencari kesalahan tanpa kesimpulan yang mencerahkan",7 hours ago,1
@Asalgaweseneng,"Ini namanya mencerdaskan masyarakat. 
Bukan kaleng kaleng 2 orang ini.",18 hours ago,2
@promags9843,you can teach physicist a finance but you can't teach finance guy a physics - Jim Simons,1 day ago,3
@rozakfahrudin4643,"Kendal buktinyata . Australian juga mulai teken kontrak pak .
Mantap gass 8% pak",2 days ago,11
@adiKrnz,philofis dibalik kebijakan ekonomi pak purbaya (awal2).. teryata adalah membalikkan ekspektasi.. sepeti kata pk purbaya ekonomi itu sebetulnya behavior para pelaku ekonominya..,2 days ago,26
@yuliusilhami4045,"Terimakasih pa Git dan pa Pur, percakapan ini adalah sebuah simbol optimisme sebagai energi tumbuh kembang ekonomi kedepan, absolutely ini adalah forum diskusi yg sungguh sangat berpengaruh untuk setiap kebijakan pemerintah.",1 day ago,4
@budialok,Dua orang ini benar-bener brilian dna kompeten. Dia bisa menjelaskan dgn bahasa yg mudah dimengerti oleh orang awam dan sangat pragmatis tidak dogmatis . Thanks pak gita buat tontonan yang berkualitas ini .❤❤,8 hours ago,1
@SunShine-ss7vb,"realitanya ga mgkn 100% mentri  dg latar pinter , jelas pemahaman substansi. Knp? Liat gmn uu parpol  moga ngeh yg sy maksud",1 day ago,0
@mariaarysuryani4027,​ @SunShine-ss7vb Menteri tdk berasal dr PARTAI akan bebas utk bekerja tdk terikat oleh Pimpinan Partai,22 hours ago,0
@dwipayana2002,Nambah iq...😅,2 days ago,1
@sitirohaeti6681,Aamiin YRA,1 day ago,1
@subhanfahmi3038,"Gambaran peradaban, gaji tertinggi :

1. Guru
2. Dokter
3. ........... dstnya

Wajib spt ini. Apa yg akan terjadi pada kehidupan berbangsa bernegara spt ini ?",1 day ago,2
@BagolAsu-n6b,"Tpi gurunya upgrade juga, jgn cuma embel2 guru dateng absen ngasih buku , diajak diskusi  kalau ga sesuai yg dia mau dia ngmbek",1 day ago,1
@antoinne3694,"​ @BagolAsu-n6b serahkan dulu haknya baru tuntut kewajibannya.
Ini nuntut kewajiban tapi haknya nggak pernah dikasih 😂",23 hours ago,2
@BungToher,Memakai konsep behaviour theory memang,2 days ago,2
@agungfirman1748,"""saya tadinya gatau, rupanya mereka gen z"" 😂",1 day ago,12
@PutraJekk9,semoga orang orang seperti ini memegang teguh kebenaran dan keadilan. Aamiin,1 day ago,11
@corrylisma7088,"Pak Purbaya...thanks bangat. Banyak hal yang saya pahami tentang ekonomi. Dan gak bosan-bosan mendengar. Padahal sudah dengar juga.

Selamat berjuang Pak.
Indonesia butuh sosok seperti bapak. God bless you.",1 day ago,8
@wiwikwinarsih6787,Saya seorang ibu rumah tangga dan sangat bisa menikmati obrolan bapak2 keren ini.trimakasih pak gita,1 day ago,12
@agustk21,"Sejauh ini cuma pak gita yg mengimbangi pak purbaya secara pemikiran, berkelas ga cuma sekedar wawancara kepada narasumber",10 hours ago,3
@dodozulkarnain1093,Obrolan ini kayak  kuliah doktoral bro.... Bravo Pak Gita...,1 day ago,12
@ryansaputra8491,1:14:39 Materi Sospol ini gile Pak Pur juga paham teori nya,2 days ago (edited),13
@hadikreasi6393,Ini baru suhu yg beneran suhu perekonomian.semoga sehat selalu pak purbaya,1 day ago,9
@viqqivadillavauziaazizah3445,"obrolan yg rakyat biasa ga pernah tau, atau bahkan ga akan pernah bisa dengar. terima kasih telah menciptakan platform ini dan membuat kami mendengar pov pak purbaya dan pak gita.",3 hours ago,0
@triharumnuke7686,"2 laki2 yg brilyan otaknya,rupawan wajahnya, dan bersih hatinya,lurus jalannya,Semoga Allah sll melindungi pak Purbaya dan pak Gita Wiryawan dari orang2 yang busuk hatinya",10 hours ago,1
@uliaw6015,"Terimakasih banyak Pak Gita sudah buat kita optimis lagi karena beberapa tahun terakir sudah pesimis melihat kondisi yg terjadi.
dengan pertanyaan2 yang mendalam dan jawaban yang clear dari pak Pur. so far ini episode terbaik end game.
harapannya semoga dimudah untuk semua program2 kemenkue terwujud.",1 day ago,18
@bedadventure6768,"kelas, andai indonesia makin banyak orang seperti beliau2 ini pasti akan menjadi negara hebat",2 days ago,11
@keanureksha,"if you ever wondering ""podcast joe rogan tapi versi bahasa indonesia"" channel pak gita adalah solusi, karena setiapnya berisi daging semua",1 day ago,8
@arisitera3563,"merinding nonton mereka ini, yallah kabolkunlah niat baik beilau, mudahkanlah jalannya, ridhoilah yAllah... Aamiiin...",10 hours ago,1
@agunkkai1,"seperti kuliah ekonomi, tidak ada sampah dlm diskusi ini",35 minutes ago,0
@sukriaja3692,Pastikan ya pak menku ekonomi biar adil makmur untuk rayat indonesia  sehat sll dr Aki ..🙏🤝🤲 27:58,1 day ago,11
@rizkimaolana2661,"Allahu akbar walillahilhamd, Terima kasih orang-orang baik",1 day ago,11
@salman88macax,"Gaji guru 2 jt. Gaji dosen 3 jt. Guru sibuk dengan administrasi. Penilaian. Dosen sibuk dengan 20 aplikasi. Administrasi. Ngajar secara bener kapan?
Kemudian Mengharap siswa pinter?",1 day ago,57
@sengkarutnegeri,Pinter juga ini orang2 ternyataa....!!!,3 hours ago,2
@AzkaAlnizam,"Obrolan negara maju🎉
Insyaallah Indonesia akan ada d titik itu ❤",1 day ago,2
@aldiedo2354,Adik saya baru diangkat PNS guru sudah 3 lebih kok gajinya,23 hours ago,0
@SarahAmelia-r1t,"Videonya bagus bgt Pak Gita, narasumber dan materi yg sangat menarik",1 day ago,3
@SarjanaCrypto,Mudah dicerna untuk semua kalangan! Terlalu keren!,1 day ago,4
@ariefwibowo9766,"Walaupun agak pusing, tetep paksa aku denger 😅",2 days ago,9
@IsseiJez,Matur nuwun bapak-bapak jago. Semangatt kita menuju kekayaan,6 hours ago,1
@ilmumanusia,"SAHAM INDONESIA HEBAT

INDONESIA HEBAT

RAKYAT INDONESIA HEBAT",3 minutes ago,0
@WahyuCocoaSumatra,"Gass pak Purbaya Kami Masyarakat selalu mendukung Pejabat yang Berpikir kedepan Seperti Bapak. 

❤❤❤",2 days ago,15
@mustikafajar94,Sekelas pak Gita dibecandain 😄 seru sih 😍,2 days ago,10
@BuzarMan,"Pejabat menteri DPR RI terkecoh oleh Sri Mulyani sebab apa kehendak diberi oleh Sri Mulyani dikonten ibu Sri Mulyani menteri keuangan terbaik, ternyata ada org yg lebih pintar dan jujur ikhlas NKRI pak Purbaya.",1 day ago,22
@dapa5792,"beliau memakai kesombongannya tanpa menyenggol orang lain, proud pak Menterii❤❤",1 day ago,2
@dikisaefurohman13,"Thanks, Pak Gita 👍🏻",22 hours ago,1
@irfannuhan,Menkeu rasa... menko semua kementrian,2 days ago,18
@cikaagustina-g1c,Saya kesini karna liat pak Purbayaaaa❤❤❤❤❤saya nonton dari awal sampai selesai😍😍,2 days ago,9
@PaladinTTV,"Undang menteri-menteri lain, Pak. Ajakin mereka ngobrol soal kebijakan juga",2 days ago,12
@DitaPrameswari-e1u,"Mata kuliah sekian puluh sks per semester seakan² dirangkum dalam hampir 2 jam saja... terima kasih pak gita, pak pur, bapak berdua dibutuhkan negeri ini...",6 hours ago (edited),1
@sampras3157,"Nah, ini baru podcast berkualitas. Jangan sampai terulang lagi podcast dg narsum abal² spt dokter Ryu kemarin.",1 day ago,2
@AyamTalk,thanks ilmu ilmunya pak,1 day ago,4
@nofankei,Perjuangan pak Purbaya sampai lulus S3 Ekonomi USA,1 day ago,6
@logiachess,"Kameranya mungkin bisa dimainkan pak, zooming agar tidak ngantuk",1 day ago,7
@IBnyoman436,Pasti selalu ada harapan untuk bangsa ini🖤,1 day ago,2
@suheemoree588,"pak gita, thank you, This is how the government educate people",1 day ago,3
@gembozz4078,Ntar terkecoh lagi loh,13 hours ago,0
@demenqohwah8885,"Sri mulyani  bekerja dalam dua periode masa Jokowi sementara Purbaya belum satu periode, berhentilah menilai dalam sekejap, objektiflah dalam menilai.....",9 hours ago,0
@kustianpermana1223,Aura nya menutup semua menteri yg ada😅,2 days ago,3
@umar090408,"yang ditunggu tunggu, ketika orang pintar berdiskusi, kita yang kurang ini tercerahkan,",2 days ago,9
@bersuarsuara,"Gokil, knowledge semua ini",2 days ago,13
@agungs8457,"Seru kali ini Podcastnya, saling mengeluarkan jurus-jurus kanuragan",2 days ago,7
@KantorTuasT,Mantapp... obrolan nya,20 hours ago,2
@AdeSyaefulAnwar,Saya sangat bangga sekali dengan 2 orang ekonom pintar yg bicarakan masa depan negara ini. Obrolan sangat berharga.❤,4 hours ago (edited),0
@LeoNardo-t2y6z,Akhirnya pak Pur hadir juga. Keren endgame..,2 days ago,6
@IWAN6446,Gk nyangka pemikiran pak Purbaya ternyataa nyambung dengan isi kepala ekonom cerdas pak Gita👍,1 day ago (edited),8
@kironeto,Sehat selalu pak Gita dan Pak Pur.,2 days ago,10
@andifadhil3427,Obrolan berkelas inimah,36 minutes ago,0
@tatangsupriyadi273,"Perbanyak menteri yg podcast seperti ini, agar tahu arah kebijakan dan kemampuan cara berpikir agar bisa dikritisi netizen agar bisa membangun bersama.",1 day ago,2
@darmanff,Betul yg dikatakan Purbaya. Orang kita sendiri yg membuat fdi susah atau gak mau masuk negara ini seperti yg saya alami beberapa belas tahun yg lalu.,1 day ago,5
@Mekaricom,Narasumber yang memang mengerti sekali banyak hal tentang ekonomi dan sangat full insight. Thank you Pak Gita!,2 days ago,8
@raisamanah,Please ini hrusnya viral dri podksny erikacrl🫠,2 days ago,20
@dausudake,"Terimakasih pak Gita, memberi podcast yang sangat premium dengan perbincangan yang sangat mahal secara gratis. Terimakasih juga pak purbaya, sehat selalu dan tetap konsisten untuk amanah menjalankan tugasnya demi rakyat Indonesia.",3 hours ago,0
@erlanggapawelloi-vo3ph,"keren pembahasannya,harusnya yg gini sll d tampilkn, seumur2 baru dapat tontonan yg top 1 sprti ini, Semoga kalian sll diberikan kesehatan serta dlm perlingdungan Allah SWT",20 hours ago,0
@nizarali2631,"Guru keuangan menkeu sekarang ini, guru hukum pak mahfud",1 day ago,6
@ojankun6921,Kami sekeluarga cinta pak Purbaya. Meskipun beliau gak mikul beras,2 days ago,17
@piscocandra8959,Mudah2an Ya Allah untuk niat baik beliua... Aamiin.,1 day ago,6
@marliaheumarvggy5850,panjang umur sehat selalu pak purbaya,1 day ago,2
@MokhammadSyarifuddin,"Pak Gita sudah lama bicara tentang pentingnya mengatur negara dengan melihat uang beredar.

Waktu perbankan benar distimulus 200 T, serasa membenarkan pendapat Pak Gita. Good job Pak Purbaya. Nonton ini seperti mendengar otak ketemu otak.",11 hours ago,1
@RobaniAbiasta-m3s,G perlu viral,2 days ago,0
@AgustinaSirait-i8l,"Beliau tidak butuh pencitraan 😂😂😂😂😂
Kerja nyata pasti dicintai rakyat🩷🩷🩷",2 days ago,3
@suararepublikan,"Beda kelas, masih pake ilmu carmuk",1 day ago,1
@RobbiCahyadi-z8o,"Ooop, siapa tu!!?😂😂😂",1 day ago,1
@ojankun6921,​ @suararepublikan 😂😂,1 day ago,0
@ranggarizkylaramadhan153,Bjir,1 day ago,0
@bayuwahyuadi7198,😅😊😊,18 minutes ago,0
@75w26__,49:13 yang ditunggu para pemain saham,1 day ago,5
@majulahindonesia6419,Thanks Pak Gita & Pak Menkeu udh ngasi kuliah dan pengalaman gratis yg sangat berharga,2 days ago,6
@abdyputu88,"Nais lah perbincangan seimbang.
Usia pak purbaya 61th
Usia pak gita 60th",2 days ago (edited),14
@SuhartoSuharto-f6x,Rugi gak nonton podcast ini ilmu tingkat dewa👍👍,6 hours ago,1
@novallerian8678,Konten mahal ini. Terima kasih Pak Gita dan Pak Purbaya 👏,21 hours ago,1
@syeamsoulhq5120,"Keren pak Purbaya, terimakasih atas kinerjanya membantu pak presiden untuk kebangkitan negeri tercinta ini  menuju negara makmur adil sejahtera menjadi negara adidaya  🇮🇩",2 days ago,23
@PEGAWAIJALANAN,Gara2 pak pur saya mulai mau belajar beli saham 10rb 20rb ada uang lebih isi lagi modalnya... Thanks Pak Pur ❤,1 day ago,15
@wanulh,Gibran left the chat,23 hours ago,3
@edwardkapoh,"Aduh keren bgt, Mewah, cb bsa lebih dalam lagi pembicaraan soal Milton Friedman, John maner keynes & Michael Hudson, perspektif Pak Purbaya itu menambah wawasan",23 hours ago (edited),2
@leeson9533,pintar yg dimaksud pak purbaya adalah berani ambil resiko tanpa ego.,6 hours ago,0
@AlfitrahNaya,"Ada nafas baru dari sini. Thank you Pak Gita, Team & Pak Purbaya, this will be a legacy someday & the endless game for us.❤",1 day ago,8
@ahmadhalimi6724,Ngerri tamunya,2 days ago,8
@kanghasanudin3142,Profesor profesor 😍,2 days ago,7
@yunapransiska9876,2 ekonom yg luar biasa  cerdas .. sehat sehat trus .. Indonesia gak kurang orang orang cerdas .. tp Indonesia minim orang jujur dan perduli sesama rakyat .. 👍👍,21 hours ago,0
@WawanSetiawan-y8k,Istimewa.. Istimewa.. Mebuka wawasan..,7 hours ago,1
@KoinSelembar,Monitor ketua...,2 days ago,5
@LisaAnglingkusumo,Thanks!,1 day ago,9
@Loss432,Besok undang gibran pak gita beliau adalah pakar AI diskusi dengan beliau pasti seru,21 hours ago (edited),5
@aipsomantri6544,"Wow..terima kasih, istimewa!",22 hours ago,0
@inasartinah8790,"Indonesia butuh banyak orang pinter, jujur, berintegritas..in syaa Allah bisa..",14 hours ago,0
@iswahyudinnadia,"1,5 jam terasa sebentar ,,pingin nambah lagi ,,hebat",23 hours ago,0
@chrisnazareth4114,Bisa beli nominal segitu ya?,23 hours ago,0
@miko4283,"Untuk pemula utamakan saham - saham bluechip aja dulu,",12 hours ago,0
@gwirjawan,Thanks for supporting our mission in educating the public 🙏🏼,1 day ago,0
@tonyashari7104,Hadew...,11 hours ago,0
@teguhimam3247,2 orang kerrreen,2 days ago,4
@Abihukama,"Beratttttt nih bos ku, 
12 jam diperpustakaan, 15 menit makan, lanjut belajar lagi... 

jangan dilihat sekarangnya aja... 😅",1 day ago,70
@Anonymous-io3ng,jaga mahkotamu baik2 king,2 days ago,4
@emile8334,God bless Pak bapak Berdua,5 hours ago,1
@zaraina,Mantap pak pur,12 hours ago,1
@manaada5958,"Anggota DPR, para pejabat harus nonton ini 

Pentingnya ilmu, wawasan dan integritas

jangan asal ngomong",1 day ago (edited),10
@riahanda9978,Berattttt ini obrolannya...,2 days ago,4
@drusba86,Yang ditunggu-tunggu🔥,2 days ago,19
@tatisulastri4990,"Alhamdulillah, percakapan yg menarik. Terima kasih Pak Gita dan Pak Purbaya, barakallaahu fiikum 🙏🙏🙏",2 hours ago,0
@isyecantik3694,"""Yg mempersulit kita sendiri""
Bener kan negri ini tuch banyaaak orang cerdas ...setuju pak bereskan pemalak² yg mempersulit investor
Insyaa Allah bapak² selalu dlm lindunganNYA krn bapak² adalah energi dan vitamin negri ini",13 hours ago,0
@eureg,"Pak gita, tolong undang mentri2 yg menjabat, biar kt bisa liat seberapa mereka memahami bidang kementrian mereka, kulik dri teori, implementasi, sampai hal lainnya, klau ada yg nolak boleh dispill jg pak, biar publik yg nilai",1 day ago,3
@micro5507,Pesan yg saya tangkap dalam 10 menit pembicaraan “Pasangan berpengaruh terhadap kesuksesan anda”,1 day ago,5
@faidkusuma46,ternyata Pak Purbaya itu BUCIN ❤😂,1 day ago,4
@maguswibowo981,"kasih jempol dulu ah, baru liat start up nya saja sdh se menarik begini......salute dah",1 day ago,1
@kaptenaak,"satu kata buat Pak Purbaya, Kualitas",3 hours ago,0
@SriMulyantini-m8i,Hadir and nyimak pak Gita.. thankyou for your invite pak MenKeu PYS.. MasyaAllah tabarakallah sehat2 semua bapak2 kereen.. thanks again for a great podcast.. full insight,2 days ago (edited),4
@ryansaputra8491,"Seharusnya yang jawab atau berbicara seperti ini adalah Menko nya, ya tapi apa daya Menko tidak lebih paham dari pada Menkeu nya 😶😂",2 days ago,10
@revolutioneeR,"Wah, kejutan 🎉",2 days ago,7
@saifulnurokhman5858,"Ini podcast terbaik yg aku tonton, dari awal sampai akhir ga aku skip.",23 hours ago,1
@idnsawit,Semangat Pak Purbaya ❤,4 hours ago,0
@glowzaura7398,Bayanginnya aja dah mo pingsan,1 day ago,7
@antoinne3694,Dan ga semua orang mampu ngelakuin itu.,23 hours ago,3
@antoinne3694,"Mereka juga tau kok.
Tapi mereka bergerak berdasarkan kepentingan, bukan berdasar apa yg benar dan apa yg salah.",23 hours ago,1
@PasukanRevolusi-x1w,🔥,2 days ago,0
@norichnostory,🔥,2 days ago,0
@RevolusiReal,🔥,2 days ago,0
@hallopiul,SETUJU,1 day ago,0
@Nurjannah-mm1xs,"Tergantung suami mau berusaha apa gk. Kebanyakan laki"" masih mngutamakan ego",2 hours ago,0
@berascianjur1401,Sumber energi,1 day ago,0
@pakniam2033,Menkonya itu menteri politis. Dan partai politik tidak mampu menelorkan kader² yang berilmu. Adanya kader² ternakan. Seperti termul,1 day ago,1
@kangwarnet2401,Airlangga hartarto😂,1 day ago,1
@gwirjawan,Semoga berkenan 🙏🏼,1 day ago,1
@elynnfox,36:03 wkwk sabar pak,23 hours ago,2
@aruaru014,"46:20 ""Mungkin gak sih seorang guru digaji 40 juta sebulan?"" Please be real please be real",1 day ago,13
@josephjenner-e6w,Bayangin waktu itu istrinya pak Pur gak nyuruh sekolah...,2 days ago,9
@chamadhojin8610,Membuat kita optimis lagi terhadap Indonesia. Pandangan2an dan kebijakanya Pak Pur benar -benar untuk publik. Terasa sekali auranya saat mendengar langkah2 policynya,14 hours ago,0
@faridismail5439,Keoptimisan pak purbaya semoga ketemu dengan realita-realita yang seirama dan selaras sehingga pertumbuhan ekonomi indonesia bisa tembus 6%. Bravo pak Purbaya,4 hours ago,0
@dianawulandari8319,Aih bapak Purbaya....yang ditunggu2 muncul lagi nih....kangen Pak Purbaya❤❤❤👍👍👍,12 hours ago (edited),0
@wk4532,"Sekolah yg sulit akan menghasilkan masa depan yg cerah, key learning",1 hour ago,0
@syaifulamin3934,semoga pak purbaya selalu diberikan kesehatan dan kemampuan dalam tugas memperkaya masyarakat Indonesia.. Aamiin..,7 hours ago,0
@DareHarsaMangkudarma,"bersyukur negara ini diberikan negarawan yang mengerti generation gap, karena itu gerbang penting dalam penyelesaian masalah saat ini",3 hours ago,1
@IdaAyuAlitDiahRahinaManuaba,Semoga benar2 didiskusikan lebih lanjut apa yg dibutuhkan dan harus diperbaiki untuk negara ini 🙏🏻,1 hour ago,0
@ardipratiwi3468,"Kerennn, kalo orang pinter dan ada isinya ketemu dan gibah bener bener bermutu ya. Semoga Pak Purbaya bisa membantu Indonesia berubah. Terima kasih pak Gita untuk berbagi kesempatan dan informasi melalui channel ini.",12 hours ago,0
@RedPanda-w3u,"Yang menggangu investor masuk orang kita sendiri,nah ini.",22 minutes ago,0
@MrQirnos,sambil liat podcast ini jujur angan2 ku melayang pd meningkat❤,4 hours ago,0
@Anaklangit-s1e,Pembicaraan ya sangat bermutu dan sngat2 revolusioner. Seperti ini seorang pejabat dan mantan pejabat pasti rakyat senang.,16 hours ago,1
@bonardotobing1421,Salut..2 orang visioner tapi berbicara sangat realistis dan membumi..keren..sehat² pa Purbaya dan pa Gita..,6 hours ago,0
@bapak-bapakgaming7575,"Podcast terbaik dari seluruh perbincangan pak Purbaya, terimakasih pak Gita",20 hours ago,0
@Rw-D,"kenapa kebijkan lebih tepat...  pikiran pak Purbaya itu simpel, realistis,... dia bisa menempatkan mana yg lebih prioritas...",6 hours ago,1
@gerrysetiawan353,"Tontonan mewah , mantap",19 hours ago,1
@widiapidianto4868,asli keren ini podcast nya....2 arah diskusi yang memberi feedback utk kebijakan dan penjelasan yg gamblang...keren  bapak2 kita enak...host dan narsum berkualitas jd  toplah....optimis terukur,1 day ago (edited),1
@Etna-c8p,Menyenangkan dan bermanfaat,18 hours ago,0
